"","track.id","track.name","track.album.name","playlist","artist"
"713","429EttO8gs0bDo2SQfUNSm","Georgia","Dream Your Life Away (Special Edition)","Atmospheric River","Vance Joy"
"714","3pzc4ipTvnIX9t8zSydnGe","Don't Go Far","Don't Go Far","Atmospheric River","Charlie Cunningham"
"715","0AQDhFnLUd32C8y3cjje9g","Afterglow","Afterglow","Atmospheric River","Juliander"
"716","5FNS5Vj69AhRGJWjhrAd01","Slow Dance (feat. Ava Max)","Slow Dance (feat. Ava Max)","Atmospheric River","AJ Mitchell"
"717","0j5QKkgh58UmjjONmDxYhE","Miss You 2","Miss You 2","Atmospheric River","Gabrielle Aplin"
"718","6lETfq4nmo8tfJHUtXgHoG","With You","The Order Of Time","Atmospheric River","Valerie June"
"719","7v02Sn9vYRQ6pc1lqhnkWY","Save Tonight","Desireless","Atmospheric River","Eagle-Eye Cherry"
"720","7rbc7RwalZpLenuSpHjNbB","Shimmer","Shimmer","Atmospheric River","GRANT"
"721","1fpWhK9SvoEXcvcN3TgqTs","Closer","Raised Under Grey Skies","Atmospheric River","JP Cooper"
"722","6iey2E15nqKQ60KW8vBQQi","Stay Awake","Stay Awake","Atmospheric River","Dean Lewis"
"723","0tREQYNVp41QWZOlqi1y5O","Mine Mine Mine","Mine Mine Mine","Atmospheric River","Andreas Moe"
"724","3duP6mBVDsHM8ioN7o7dAK","Boondocks","The Road To Here","My Shazam Tracks","Little Big Town"
"725","35w6fQ0Wnuv7aIryRx7gTq","B-A-B-Y","Carla","My Shazam Tracks","Carla Thomas"
"726","1SZThDcsBdExLGgsGF4jwj","People In Tha Middle","Home","My Shazam Tracks","Michael Franti & Spearhead"
"727","1RSy7B2vfPi84N80QJ6frX","Blue Monday - 2016 Remaster","Singles (2016 Remaster)","My Shazam Tracks","New Order"
"728","3VyJPsb2ucaaVptLSDpJNH","I Love You","Flying the Flag","My Shazam Tracks","Climax Blues Band"
"729","3AA8xNhDC0MpqwkGX3EP5V","If I Ever Feel Better","United","My Shazam Tracks","Phoenix"
"730","63SevszngYpZOwf63o61K4","Nevermind","Nevermind","My Shazam Tracks","Dennis Lloyd"
"731","2uGe09R5EYN49mkBuyhezQ","Dreams","Trans-Atlantic Psych Classics Vol.2","My Shazam Tracks","The Electric Peanut Butter Company"
"732","4g4sYlqdqGFbGrpRmXLQ5Y","Situation - Live","Reconnected Live","My Shazam Tracks","Yazoo"
"733","0gmbgwZ8iqyMPmXefof8Yf","How You Remind Me","Silver Side Up","My Shazam Tracks","Nickelback"
"734","3GfOAdcoc3X5GPiiXmpBjK","Song 2","Blur: The Best Of","My Shazam Tracks","Blur"
"735","60ZGteAEtPCnGE6zevgUcd","Mountain Sound","My Head Is An Animal","My Shazam Tracks","Of Monsters and Men"
"736","1KgLHqBIq6DHeJA78rk22R","Gonna Make You Sweat (Everybody Dance Now) (feat. Freedom Williams) - Radio Mix","Gonna Make You Sweat (Everybody Dance Now)","My Shazam Tracks","C & C Music Factory"
"737","2HwxnO2LsI6HL5TKl4BtVD","Redemption","The Beautiful Letdown (Deluxe Version)","My Shazam Tracks","Switchfoot"
"738","6SlQhxQjowEIfrejCgNYVW","Whatever Lola Wants","Electro Jazz - Remixed Masterpieces","My Shazam Tracks","Sarah Vaughan"
"739","4VqPOruhp5EdPBeR92t6lQ","Uprising","The Resistance","My Shazam Tracks","Muse"
"740","7w87IxuO7BDcJ3YUqCyMTT","Pumped Up Kicks","Torches","My Shazam Tracks","Foster The People"
"741","224xJGrrqFGjksqEBE6hXl","Even The Nights Are Better","Air Suppy","My Shazam Tracks","Air Supply"
"742","2vdMFBGtBL4aNZ4H07s9oM","You Just Want My Money","You Just Want My Money","My Shazam Tracks","Jason French"
"743","1tpqEIXSdWdT3Z9G1VjyIZ","More Today Than Yesterday - Single Version","Pop Classics Of The 60's","My Shazam Tracks","Spiral Starecase"
"744","1cOj24fUMnBSXhtp7waHVW","That's What Friends Are For (with Elton John, Gladys Knight & Stevie Wonder)","Greatest Hits 1979-1990","My Shazam Tracks","Dionne Warwick"
"745","0mjAU3yKR1QnXnHtjGJqTM","Rescue Me","Rescue Me","My Shazam Tracks","OneRepublic"
"746","2AoyIsLRZQ0UhedzzhnbKz","Gloria","Gloria","My Shazam Tracks","The Lumineers"
"747","4hB7jbhQ9gpKv0O1McBkMk","Rainy Day","Lucky","My Shazam Tracks","Four Year Bender"
"748","76zNJvuD3JtuiaWH0OdrWM","Rock Me Tonite - 2002 Remaster","The Essential Billy Squier","My Shazam Tracks","Billy Squier"
"749","5qhRrkJLya9n3Bspmdh2c6","Let's Run Away","WE WERE THE WEIRDOS","My Shazam Tracks","Matt and Kim"
"750","1Cv1YLb4q0RzL6pybtaMLo","Sunday Best","Where the Light Is","My Shazam Tracks","Surfaces"
"751","5l9c6bJmzvftumhz4TMPgk","Harvest Moon","Harvest Moon","My Shazam Tracks","Neil Young"
"752","2wtVod7Ay6KgkePzhl0ioC","Washed Up (Black Russian Remix)","Washed Up","My Shazam Tracks","The Glass"
"753","35SGB7oVsSnDsSmCfF5e0y","Incredible","Colour Me Free","My Shazam Tracks","Joss Stone"
"754","77S2sDvz1yLf0zE0hL0ZEZ","Same Changes","Same Changes","My Shazam Tracks","The Weepies"
"755","7k9WnM4LOynHKtRxQvmcW1","Psyche Rock - Malpaso Mix By Fatboy Slim","Psyché Rock Sessions","My Shazam Tracks","Pierre Henry"
"756","3aPlQWU07jGgyHaBHVS5TS","Fever","Things Are Swingin'","My Shazam Tracks","Peggy Lee"
"757","5TNm3crZ0PpIb4LDJOoBb1","I Can't Remember Love (Music from the Netflix Limited Series The Queen's Gambit)","I Can't Remember Love (Music from the Netflix Limited Series The Queen's Gambit)","My Shazam Tracks","Anna Hauss"
"758","0Z3xhSOhrawLV81YdiDiiJ","Venus","At Home","My Shazam Tracks","Shocking Blue"
"759","4EnIfxLUSgP6hminUgwmNh","End Titles (from the Motion Picture ""News Of The World"")","News Of The World (Original Motion Picture Soundtrack)","My Shazam Tracks","James Newton Howard"
"760","18uwL0vNUanqZH0ro2QcOP","comethru","summer,","My Shazam Tracks","Jeremy Zucker"
"761","5BqfP9NnRR9G8lnlwjxxk4","Howling","Howling","My Shazam Tracks","Cathedrals"
"762","2RlgNHKcydI9sayD2Df2xp","Mr. Blue Sky","Out of the Blue","My Shazam Tracks","Electric Light Orchestra"
"763","2g2GkH3vZHk4lWzBjgQ6nY","(What A) Wonderful World","The Man Who Invented Soul","My Shazam Tracks","Sam Cooke"
"764","39exKIvycQDgs4T6uXdyu0","Harmony Hall","Father of the Bride","My Shazam Tracks","Vampire Weekend"
"765","6EtS94nSTPfGGjU0d30WFM","You're All I Need To Get By","The Complete Duets","My Shazam Tracks","Marvin Gaye"
"766","0qulZbazv5rjJ1I1LMUXY5","Notorious - Extended Mix; 2010 Remaster","Notorious (Deluxe Edition)","My Shazam Tracks","Duran Duran"
"767","0fYVliAYKHuPmECRs1pbRf","Renegades","VHS","My Shazam Tracks","X Ambassadors"
"768","2F79mAPt1qPENDvq0njWoP","Mentira (Chega De Mentira)","Bis Bossa Nova - Marcos Valle","My Shazam Tracks","Marcos Valle"
"769","76hfruVvmfQbw0eYn1nmeC","Cake By The Ocean","DNCE","My Shazam Tracks","DNCE"
"770","3YaOfvM84eiJfMlvXROn9y","Everyday's a Holiday","Hey Mr. Christmas","My Shazam Tracks","Kristine W"
"771","1x5MjCffpcdHLf65eR9r3T","Down The Road","Tetra","My Shazam Tracks","C2C"
"772","0eu4C55hL6x29mmeAjytzC","Life Goes On","Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)","My Shazam Tracks","Oliver Tree"
"773","7L3b6iaVhDVjfo52Hbvh9Z","Edge of Seventeen - 2016 Remaster","Bella Donna (2016 Remastered)","My Shazam Tracks","Stevie Nicks"
"774","7bYZBVrnRfqeaPbhRyEvK3","Thrift Shop (feat. Wanz)","The Heist (Deluxe Edition)","My Shazam Tracks","Macklemore & Ryan Lewis"
"775","0B9x2BRHqj3Qer7biM3pU3","You're The One That I Want - From “Grease”","Grease (The Original Motion Picture Soundtrack)","My Shazam Tracks","John Travolta"
"776","5Bu1pox0qqRy7ZSnWMmxd8","Merry Merry","Put up the Lights","My Shazam Tracks","the bird and the bee"
"777","4aVowfVhlyNUgHYqXbK8Ev","Disco Nights (Rock Freak)","Disco Nights (Expanded Edition)","My Shazam Tracks","G.Q."
"778","1B5kQto4k99RG67TJEwwS5","The Ballad Of El Goodo","#1 Record","My Shazam Tracks","Big Star"
"779","0Vlzkd58JvArUvowc01VLR","Sacred Safe","Innocent Country 2","My Shazam Tracks","Chris Keys"
"780","1nMlHxWuPc5P9Y5nGvenlj","I Wish I Was","True Sadness","Fuzzy Wuzzy","The Avett Brothers"
"781","54ehARSrqIeFWZ1q1JWmNw","Amazing","One eskimO","Fuzzy Wuzzy","One Eskimo"
"782","16qzGrIMWoxerw2gnW0zuv","Pink Moon","Pink Moon","Fuzzy Wuzzy","Nick Drake"
"783","5OiaAaIMYlCZONyDBxqk4G","First Day Of My Life","I'm Wide Awake, It's Morning","Fuzzy Wuzzy","Bright Eyes"
"784","5huOzlgCK7PsMSG4TFBvKY","Two High","Let The Record Play","Fuzzy Wuzzy","Moon Taxi"
"785","5Em3ncR9wk72QzfTAfdxJj","Wrap Your Arms Around Me","Gordon","Fuzzy Wuzzy","Barenaked Ladies"
"786","0WE8YTl6GAVHnkfvMfci98","Drinkee","Drinkee","Fuzzy Wuzzy","Sofi Tukker"
"787","27ViQppP3LZPCJl2A0w9kp","Destiny","Simple Things","Fuzzy Wuzzy","Zero 7"
"788","5yc59J3MR3tVDPTOgwgRI5","Soul Meets Body","Plans","Fuzzy Wuzzy","Death Cab for Cutie"
"789","35LtBO4AnM6MBMYzaBQcQ0","To You I Bestow","Romeo & Juliet Soundtrack","Fuzzy Wuzzy","Mundy"
"790","04cwtOV3fK6jqv5SZ4z06C","Missing","My Promise","Donut","No Mercy"
"791","4aWn4NHlELpOehxsBaQeoe","Don't You (Forget About Me)","Once Upon A Time (Deluxe)","Donut","Simple Minds"
"792","0EMLtepZpcY9T64AVEmyyv","Jerry Was A Race Car Driver","They Can't All Be Zingers","Donut","Primus"
"793","7CVYxHq1L0Z4G84jTDS6Jl","Don't Look Back In Anger - Remastered","(What's The Story) Morning Glory? (Deluxe Edition) [Remastered]","Donut","Oasis"
"794","4iQZi2sMZlbTpcUlo5YGBf","Midnight Blue","Ready Or Not","Donut","Lou Gramm"
"795","1RVZH0clK31T3qB4eZykLp","What It Is","Sailing to Philadelphia","Donut","Mark Knopfler"
"796","4WhVuhlPbG1kKLEobEKRaW","Angels & Girlfriends","The Battle for Everything","Donut","Five For Fighting"
"797","5QTxFnGygVM4jFQiBovmRo","(Don't Fear) The Reaper","Agents Of Fortune","Donut","Blue Öyster Cult"
"798","0zQgAGkxkAXj3VCvtLirJy","Scotty's Lament","Boylan Heights","Donut","The Connells"
"799","23uSvnQOZYPfwOfwQrLj0r","Dreaming My Dreams With You","The Trinity Session","Donut","Cowboy Junkies"
"800","0eDwzWuy2gf1RJzqWl0dkF","Something So Strong","Crowded House","Donut","Crowded House"
"801","62xpp3tV9YUYIAIkBHUXaR","Amplifier","Repercussion","Donut","The dB's"
"802","6SjqGNzkhhcNVaMUEVOjoK","I Believe","Lifes Rich Pageant","Donut","R.E.M."
"803","5qolpk9X28wwWLGE8sZ328","No Time This Time","Reggatta De Blanc (Remastered 2003)","Donut","The Police"
"804","0BJU4rYOfj43xHw6gvTIwE","Hold Me Now","Into The Gap","Donut","Thompson Twins"
"805","3yKjd7KRdg6fvjzY5lyMhR","Save a Prayer - 2001 Remaster","Rio (2001 Remaster)","Donut","Duran Duran"
"806","4OdhffpvG3HxDJMxYOKh97","I Ran (So Far Away)","A Flock Of Seagulls","Donut","A Flock Of Seagulls"
"807","2bP0k0DPQ1cjXctLRP8Md8","Get To Know Ya","Pretty In Pink","Donut","Jesse Johnson"
"808","3y6UNT1bb2eYblTWFT4n77","State of the Nation","Brotherhood (Collector's Edition)","Donut","New Order"
"809","665Jxlgi1HamPKbW1vwzx4","We Belong","Tropico","Donut","Pat Benatar"
"810","1K1TFdBh7NrDyKiwiJEmsy","Pretty in Pink","Talk Talk Talk","Donut","The Psychedelic Furs"
"811","2SWn864dJI5RNyrp3F4Kp1","Always on My Mind - 2003 Remaster","PopArt: The Hits","Donut","Pet Shop Boys"
"812","37ZJ0p5Jm13JPevGcx4SkF","Livin' On A Prayer","Slippery When Wet","Donut","Bon Jovi"
"813","2RQ3fWFZJJe4G5KkHEACww","Pinch Me","Maroon","Donut","Barenaked Ladies"
"814","38w6aqERgBYjyvWQsltcvs","If You Leave - 2019 Remaster","Souvenir","Donut","Orchestral Manoeuvres In The Dark"
"815","6cgiHoJGFz7NK313ZGxugn","Hyperactive!","Hyperactive","Donut","Thomas Dolby"
"816","3e39VxmVzpgvykb4K1jmNM","Good Day","Luce","Donut","Luce"
"817","6N1sNzq3CArC1pMSaZTxaT","Right Now","For Unlawful Carnal Knowledge","Donut","Van Halen"
"818","3K0SJUQNbOkUprTFcwwAKN","Jungle Boogie","Wild And Peaceful","Donut","Kool & The Gang"
"819","0pMUR7Uvp6vxlbG0qBFvgM","Better Off Alone","Who Needs Guitars Anyway?","Donut","Alice Deejay"
"820","6cgiHoJGFz7NK313ZGxugn","Hyperactive!","Hyperactive","Donut","Thomas Dolby"
"821","2LlSDOYVM6bkud0xynIEhf","We Are Not Alone","The Breakfast Club","Donut","Karla Devito"
"822","2YQWNenl3nv8GtyGvI9gqm","Do Wot You Do","Kick (30th Deluxe Edition)","Donut","INXS"
"823","36JX30IJEBiVZpOBX3IlKi","Ballerina 12/24","Passion And Warfare","Donut","Steve Vai"
"824","6BrMEbPSSj55nQhkgf6DnE","Please, Please, Please, Let Me Get What I Want - 2011 Remaster","Hatful of Hollow","Donut","The Smiths"
"825","5gOK3GYmmWvV8UyCpnRY4J","Around the World (La La La La La) - Radio Version","Just The Best 4/2000","Donut","A Touch Of Class"
"826","1L5esr8mCY3pYZo4jlU7Rc","If You Could Read My Mind","Some Guys","Velour D'Amour","Jonathan Coulton"
"827","2JoZzpdeP2G6Csfdq5aLXP","How Deep Is Your Love","Greatest","Velour D'Amour","Bee Gees"
"828","1qQkXsvHcyenlqtPlGL9kn","Making Love Out of Nothing at All","Ultimate Air Supply","Velour D'Amour","Air Supply"
"829","2u6fRGcaBhpI4uNBHpGv0b","Hallelujah","Vibrate: The Best Of (Deluxe Edition)","Velour D'Amour","Rufus Wainwright"
"830","36lkJSDyMEZoWTqtRj8Q8q","You're the Inspiration - 2006 Remaster","Chicago 17 (Expanded & Remastered)","Velour D'Amour","Chicago"
"831","1JLn8RhQzHz3qDqsChcmBl","I Want to Know What Love Is - 1999 Remaster","Agent Provocateur","Velour D'Amour","Foreigner"
"832","4jDmJ51x1o9NZB5Nxxc7gY","Careless Whisper","Ladies And Gentlemen... The Best Of George Michael","Velour D'Amour","George Michael"
"833","5GvWrvLIqoHroq7YvO260M","I Keep Forgettin' (Every Time You're Near)","If That's What It Takes","Velour D'Amour","Michael McDonald"
"834","4wCmqSrbyCgxEXROQE6vtV","Somebody That I Used To Know","Making Mirrors","Velour D'Amour","Gotye"
"835","5huOzlgCK7PsMSG4TFBvKY","Two High","Let The Record Play","Spring-a-ding","Moon Taxi"
"836","1FXlhqcYaiw6KuUYtXdtAi","Crash","Crash","Spring-a-ding","Chris Malinchak"
"837","0jiKqHfWmSgPInSsGWBjbL","Today","The Garden","Spring-a-ding","Zero 7"
"838","5xqdfnqW6GijQLopbufMb5","Dance Me To The End Of Love","Careless Love","Spring-a-ding","Madeleine Peyroux"
"839","3cx4K9v7RwDEXX6OGPNLNy","If It Feels Good (Then It Must Be)","If It Feels Good (Then It Must Be)","Spring-a-ding","Leon Bridges"
"840","6PLZm5slB8xCXFGTbrxzC1","Punk Rock Rebel","Home From Home","Spring-a-ding","Millencolin"
"841","3Pzh926pXggbMe2ZpXyMV7","Ain't No Rest for the Wicked","Cage The Elephant (Expanded Edition)","Spring-a-ding","Cage The Elephant"
"842","7flWizeH8pg7jxch1lZtxB","Ahead By A Century","Yer Favourites (International Version)","Spring-a-ding","The Tragically Hip"
"843","2D9YnxyNwj7qqA1JLyKYPR","Spirit in the Night","Greetings from Asbury Park, N.J.","Spring-a-ding","Bruce Springsteen"
"844","7pIZ4XDMrAYzSPCdvYXrKe","Here & Now","Meson Ray","Spring-a-ding","The Ernies"
"845","4dvPtTmWeV3OzL0I73Imc0","Side","The Invisible Band","Spring-a-ding","Travis"
"846","3tOdV8FwSlDWF9871WfFJ8","Heartbreak A Stranger","Workbook","Spring-a-ding","Bob Mould"
"847","2LlSDOYVM6bkud0xynIEhf","We Are Not Alone","The Breakfast Club","Spring-a-ding","Karla Devito"
"848","7bsPIUEEOuL5WlOPcYUrYx","Blood Like Lemonade","Blood Like Lemonade","Spring-a-ding","Morcheeba"
"849","6JNJERZGJwDVgkmbohBw7u","Self Control","Self Control","Spring-a-ding","Laura Branigan"
"850","03gsb1WnVQUuLqChBvzmoo","AM Radio","Songs From An American Movie: Learning How To Smile","Spring-a-ding","Everclear"
"851","2CzWeyC9zlDpIOZPUUKrBW","1234","The Reminder","Spring-a-ding","Feist"
"852","25aY9vwZA69zNQoPPqEKhS","Spectrolite","Primitives","Spring-a-ding","Bayonne"
"853","4wAhyiFTvn3yDQ404006tD","If I Turn You Away","St. Elmo's Fire - Music From The Original Motion Picture Soundtrack","Spring-a-ding","Vikki Moss"
"854","2YodwKJnbPyNKe8XXSE9V7","Lithium","Nevermind (Remastered)","Spring-a-ding","Nirvana"
"855","5fgkjhICZnqFctrV0AyuQD","Walking in Memphis","Marc Cohn","Spring-a-ding","Marc Cohn"
"856","6YaxxEp67phzePVvrYod3H","Notorious - Extended Mix","12"" Mixes","Spring-a-ding","Duran Duran"
"857","3G69vJMWsX6ZohTykad2AU","One","Achtung Baby (Deluxe Edition)","Now Here This, Now Here This","U2"
"858","71L6AaNp9N96PH0ZApnkbR","Running With The Wolves","All My Demons Greeting Me As A Friend (Deluxe Version)","Now Here This, Now Here This","AURORA"
"859","2BnXh5OoscIocdRVcLvSzf","Good Day","Luce","Now Here This, Now Here This","Luce"
"860","25aY9vwZA69zNQoPPqEKhS","Spectrolite","Primitives","Now Here This, Now Here This","Bayonne"
"861","1oiD5zGVKxlMNCxSUXGL9g","The Greatest","We Are KING","Now Here This, Now Here This","We Are KING"
"862","74KZarOzsInCbbKZOxXWdt","Spinnin'","And The Horse They Rode In On","Now Here This, Now Here This","Soul Asylum"
"863","7CoD6LAqXuSx7BhzRtWzJQ","Take California","Decksandrumsandrockandroll","Now Here This, Now Here This","Propellerheads"
"864","5nNmj1cLH3r4aA4XDJ2bgY","September","The Eternal Dance","Now Here This, Now Here This","Earth, Wind & Fire"
"865","4GiVcDqNQI0fc0yYuRGH9m","Inside Out","Eve 6","Now Here This, Now Here This","Eve 6"
"866","60K7YCvdpk3owODJBTCCPO","You're An Ocean","Painting The Corners: The Best Of Fastball","Now Here This, Now Here This","Fastball"
"867","6YJo96MoKyFojfsMDId7sn","Tango Shoes","Purge","Now Here This, Now Here This","Bif Naked"
"868","2PBLwP912JumAcKephjoHn","Need You Now","Why Make Sense? (Definitive Version)","Now Here This, Now Here This","Hot Chip"
"869","4o6oRDZ4Ii5ckNUABnvmhq","Gone","The Beautiful Letdown (Deluxe Version)","Now Here This, Now Here This","Switchfoot"
"870","06ookebAV3nU12Z7ZUscY6","Sublime","Supreme Beings Of Leisure","Now Here This, Now Here This","Supreme Beings of Leisure"
"871","4y3Tvs1r1ULfSoH3bkVljO","Stone on the Water","The Hour of Bewilderbeast","Now Here This, Now Here This","Badly Drawn Boy"
"872","6FwMGM0Dtmf0vz6BdIc8uP","Tarzan Boy","Tarzan Boy: The World Of Baltimora","Now Here This, Now Here This","Baltimora"
"873","5aR5cuqti8rHlyCwqSjE9A","Teenage FBI","The Best of Guided By Voices: Human Amusements At Hourly Rates","Now Here This, Now Here This","Guided By Voices"
"874","3VOrUgVDqhY20TahZMK90H","Sapphire Bullets of Pure Love","Flood","Now Here This, Now Here This","They Might Be Giants"
"875","2BSIghQ2asvUdY7q2HSsYU","She Hung The Moon","Warm Up The Gong","Now Here This, Now Here This","Rockwell Church"
"876","4JP9ICOcuNF4D3UgITirUc","Penny For Your Thoughts - Live","Frampton Comes Alive! (Deluxe Edition)","Now Here This, Now Here This","Peter Frampton"
"877","5YTM7OgQDt9EJAYcfHLniJ","Award Tour","Midnight Marauders","Now Here This, Now Here This","A Tribe Called Quest"
"878","2ctvdKmETyOzPb2GiJJT53","Breathe (In the Air)","The Dark Side of the Moon","Now Here This, Now Here This","Pink Floyd"
"879","7CVYxHq1L0Z4G84jTDS6Jl","Don't Look Back In Anger - Remastered","(What's The Story) Morning Glory? (Deluxe Edition) [Remastered]","Now Here This, Now Here This","Oasis"
"880","4WhVuhlPbG1kKLEobEKRaW","Angels & Girlfriends","The Battle for Everything","Now Here This, Now Here This","Five For Fighting"
"881","0eDwzWuy2gf1RJzqWl0dkF","Something So Strong","Crowded House","Now Here This, Now Here This","Crowded House"
"882","0BJU4rYOfj43xHw6gvTIwE","Hold Me Now","Into The Gap","Now Here This, Now Here This","Thompson Twins"
"883","2MAVcVr2oylw2OZ3hojWYj","'74-'75","Ring","Now Here This, Now Here This","The Connells"
"884","5gfmEhfgMIcV3He1wgDGJY","Side","The Invisible Band","Now Here This, Now Here This","Travis"
"885","0jiKqHfWmSgPInSsGWBjbL","Today","The Garden","Now Here This, Now Here This","Zero 7"
"886","4aWn4NHlELpOehxsBaQeoe","Don't You (Forget About Me)","Once Upon A Time (Deluxe)","Awesome 80s","Simple Minds"
"887","4RvWPyQ5RL0ao9LPZeSouE","Everybody Wants To Rule The World","Songs From The Big Chair (Super Deluxe Edition)","Awesome 80s","Tears For Fears"
"888","6eRLUjHubf9tlO7ZCc04Da","I'm Not the One","Shake It Up","Awesome 80s","The Cars"
"889","7G7tgVYORlDuVprcYHuFJh","Don't Dream It's Over","Crowded House","Awesome 80s","Crowded House"
"890","6Tl40NMUnrFqhQssrW0TYB","Throwing It All Away","Invisible Touch","Awesome 80s","Genesis"
"891","0KlJjhnfwAnPacNd7EH45J","Always Something There to Remind Me","Burning Bridges","Awesome 80s","Naked Eyes"
"892","6sn3FHCq2csvNkq2h9Au8V","The Riddle","The Riddle (Expanded Edition)","Awesome 80s","Nik Kershaw"
"893","0Des4gyZ2Z9jq6VA8VPwGE","If You Leave - From ""Pretty In Pink""","Pretty In Pink","Awesome 80s","Orchestral Manoeuvres In The Dark"
"894","0BJU4rYOfj43xHw6gvTIwE","Hold Me Now","Into The Gap","Awesome 80s","Thompson Twins"
"895","4sz1Ng2Cgidfqqiy0pNL6R","The Reflex - Single Version; 2010 Remaster","Seven and the Ragged Tiger (Deluxe Edition)","Awesome 80s","Duran Duran"
"896","5frTNUfeDGOHRo8Cc7ny9R","Pop Life","Around the World in a Day","Awesome 80s","Prince"
"897","1Qrdlkgg9I4J7r3P4kZNwr","Missing You","No Brakes","Awesome 80s","John Waite"
"898","665Jxlgi1HamPKbW1vwzx4","We Belong","Tropico","Awesome 80s","Pat Benatar"
"899","5fqcIHU6DhQtFKVO5XSdQs","Roam","Cosmic Thing","Awesome 80s","The B-52's"
"900","5prTs2HAw2G4idHZyeFp8o","Total Eclipse of the Heart","The Very Best Of Bonnie Tyler","Awesome 80s","Bonnie Tyler"
"901","4gPpDeHntIaxvJXP53QtIj","No One Is to Blame - 2018 Remaster","One To One","Awesome 80s","Howard Jones"
"902","0sId1fkKRfPlyMMOSVShng","What's on Your Mind (Pure Energy)","Information Society","Awesome 80s","Information Society"
"903","2374M0fQpWi3dLnB54qaLX","Africa","Toto IV","Awesome 80s","TOTO"
"904","60HDLY1Dh2Hy9wTVI3WPzO","Every Little Thing She Does Is Magic - Remastered 2003","Ghost In The Machine (Remastered)","Awesome 80s","The Police"
"905","2WfaOiMkCvy7F5fcp2zZ8L","Take on Me","Hunting High and Low","Awesome 80s","a-ha"
"906","480dDrqG7LO6qDaphHeXlM","Invisible Touch - Remastered 2007","Invisible Touch","Awesome 80s","Genesis"
"907","1A2PWRltFrX8iB8IP3CUgo","St. Elmos Fire (Man in Motion)","St. Elmo's Fire - Music From The Original Motion Picture Soundtrack","Awesome 80s","John Parr"
"908","07ABETRdek3ACMpRPvQuaT","Always on My Mind","Discography - Complete Singles Collection","Awesome 80s","Pet Shop Boys"
"909","6JNJERZGJwDVgkmbohBw7u","Self Control","Self Control","Awesome 80s","Laura Branigan"
"910","0cGG2EouYCEEC3xfa0tDFV","Tainted Love","Non-Stop Erotic Cabaret","Awesome 80s","Soft Cell"
"911","0CsM8VGDi38kusMv3pxyj1","True - Single Edit","True - The Digital E.P.","Awesome 80s","Spandau Ballet"
"912","2abfaXRfvXr9ErmI8oqz4g","It's The End Of The World As We Know It (And I Feel Fine)","Document (The I.R.S. Years Vintage 1987)","Awesome 80s","R.E.M."
"913","1QFh8OH1e78dGd3VyJZCAC","Boys Don't Cry","Three Imaginary Boys","Awesome 80s","The Cure"
"914","1kDWbI0qgA2a11idtF2xNx","I Ran","Edge Of The 80's","Awesome 80s","A Flock Of Seagulls"
"915","5ihS6UUlyQAfmp48eSkxuQ","Landslide","Fleetwood Mac","Awesome 80s","Fleetwood Mac"
"916","0PbAyLrJRDxckQBLQ2Addc","Sowing The Seeds Of Love","The Seeds Of Love","Awesome 80s","Tears For Fears"
"917","1RbOObDFn7GOseR1w529Zj","Things Can Only Get Better","Dream Into Action","Awesome 80s","Howard Jones"
"918","5lwQGZYF4BXOzFtXc5zk8q","Head Over Heels - Dave Bascombe 7"" N.Mix","Songs From The Big Chair (Deluxe)","Awesome 80s","Tears For Fears"
"919","4jhsuQCUCJKA5f0bXb6XdJ","It's My Life - 1997 Remaster","It's My Life","Awesome 80s","Talk Talk"
"920","0YPXkQthLWrhNGoKTbwCJ8","(I Just) Died In Your Arms","The Best Of Cutting Crew","Awesome 80s","Cutting Crew"
"921","4cY1KFcIcTkjXxxF4KVDpY","In A Big Country","The Crossing","Awesome 80s","Big Country"
"922","1uiktZkzFSVDhp7i73faz2","Whisper to a Scream (Birds Fly) - Single Version","Dance Vault Mixes - Whisper To A Scream (Birds Fly)","Awesome 80s","The Icicle Works"
"923","4PXH3g9qGgMqDlC52dJw07","Blister In The Sun","Violent Femmes: Deluxe Edition","Awesome 80s","Violent Femmes"
"924","6XhpH1fs9BLFk0IxEGyecw","I Scare Myself","The Flat Earth","Awesome 80s","Thomas Dolby"
"925","3MrWxJaD2AT0W9DjWF64Vm","Come On Eileen","Too Rye Ay","Awesome 80s","Dexys Midnight Runners"
"926","50jEs9EZZgXJ1oDZVAv7Wp","Take My Breath Away","Count Three & Pray","Awesome 80s","Berlin"
"927","3yB2FGsjQO6NWwmc2OeZiX","Round, Round","Pretty In Pink","Awesome 80s","Belouis Some"
"928","2bP0k0DPQ1cjXctLRP8Md8","Get To Know Ya","Pretty In Pink","Awesome 80s","Jesse Johnson"
"929","0oUIAW6qqSpPEWuVjDfNdZ","Left Of Center","Pretty In Pink","Awesome 80s","Suzanne Vega"
"930","661WE4Yfx4ftRaQ6CtTDD1","Do Wot You Do","Pretty In Pink","Awesome 80s","INXS"
"931","00FDHurakzVEiPutdUxXXq","Wouldn't It Be Good","Human Racing","Awesome 80s","Nik Kershaw"
"932","5xqdfnqW6GijQLopbufMb5","Dance Me To The End Of Love","Careless Love","Saudade","Madeleine Peyroux"
"933","2wDuq7nBkGJjO4ykq3aJ4D","Chemicals","Chemicals","Saudade","Gregory Alan Isakov"
